id,tiene_alto_valor_adquisitivo
4217,[0.05889815]
4218,[0.12796265]
4219,[0.02175027]
4220,[0.32010645]
4221,[0.04279411]
4222,[0.01871985]
4223,[0.03166592]
4224,[0.06894049]
4225,[0.25799972]
4226,[0.34150982]
4227,[0.10630623]
4228,[0.19691068]
4229,[0.0308094]
4230,[0.65555453]
4231,[0.02599058]
4232,[0.6678965]
4233,[0.01882893]
4234,[0.02359864]
4235,[0.02573335]
4236,[0.05905259]
4237,[0.2895964]
4238,[0.06912658]
4239,[0.9309248]
4240,[0.4493345]
4241,[0.01924303]
4242,[0.03818518]
4243,[0.05207732]
4244,[0.03769749]
4245,[0.03374335]
4246,[0.05621335]
4247,[0.03940329]
4248,[0.34602118]
4249,[0.14937326]
4250,[0.18677989]
4251,[0.35856575]
4252,[0.26793596]
4253,[0.01834884]
4254,[0.20682666]
4255,[0.02378851]
4256,[0.1470156]
4257,[0.6979265]
4258,[0.04427153]
4259,[0.25002456]
4260,[0.03137988]
4261,[0.01954502]
4262,[0.27792323]
4263,[0.05371547]
4264,[0.5222689]
4265,[0.14647272]
4266,[0.07004404]
4267,[0.1346736]
4268,[0.40001214]
4269,[0.01791385]
4270,[0.65500456]
4271,[0.18830863]
4272,[0.07709837]
4273,[0.7417342]
4274,[0.06204772]
4275,[0.3476336]
4276,[0.50764984]
4277,[0.02209347]
4278,[0.18003711]
4279,[0.24641487]
4280,[0.7488438]
4281,[0.17214084]
4282,[0.02363524]
4283,[0.6704114]
4284,[0.04064703]
4285,[0.04115471]
4286,[0.5945649]
4287,[0.17866951]
4288,[0.9375671]
4289,[0.02400321]
4290,[0.07216567]
4291,[0.02404898]
4292,[0.15860575]
4293,[0.29984355]
4294,[0.10697895]
4295,[0.02055195]
4296,[0.03144696]
4297,[0.04105291]
4298,[0.02029446]
4299,[0.5228101]
4300,[0.03779879]
4301,[0.7188761]
4302,[0.41206205]
4303,[0.03144109]
4304,[0.03021556]
4305,[0.02500242]
4306,[0.10877967]
4307,[0.4807552]
4308,[0.04352954]
4309,[0.03772578]
4310,[0.5180189]
4311,[0.12992957]
4312,[0.03400716]
4313,[0.01981625]
4314,[0.7362829]
4315,[0.26259598]
4316,[0.5086168]
4317,[0.6749984]
4318,[0.04198396]
4319,[0.5638469]
4320,[0.02782756]
4321,[0.77631307]
4322,[0.01826268]
4323,[0.2368316]
4324,[0.02131265]
4325,[0.1737313]
4326,[0.02031252]
4327,[0.01827043]
4328,[0.02571648]
4329,[0.02636364]
4330,[0.2695778]
4331,[0.02187389]
4332,[0.32483178]
4333,[0.01763663]
4334,[0.04208666]
4335,[0.03374305]
4336,[0.04105291]
4337,[0.02977803]
4338,[0.06162307]
4339,[0.5053523]
4340,[0.03595078]
4341,[0.80942744]
4342,[0.02821583]
4343,[0.6526959]
4344,[0.4445324]
4345,[0.03048757]
4346,[0.04811782]
4347,[0.08315015]
4348,[0.46228442]
4349,[0.08384582]
4350,[0.02175951]
4351,[0.23169294]
4352,[0.01821378]
4353,[0.2857108]
4354,[0.1278427]
4355,[0.0248661]
4356,[0.080185]
4357,[0.02046669]
4358,[0.05951813]
4359,[0.1149022]
4360,[0.45753604]
4361,[0.6299805]
4362,[0.03251749]
4363,[0.02342251]
4364,[0.04065329]
4365,[0.0344204]
4366,[0.03084746]
4367,[0.03643188]
4368,[0.03754196]
4369,[0.02454859]
4370,[0.03059939]
4371,[0.16576308]
4372,[0.69477445]
4373,[0.02286968]
4374,[0.04122362]
4375,[0.02649611]
4376,[0.01808262]
4377,[0.02465701]
4378,[0.78137136]
4379,[0.02343032]
4380,[0.81186527]
4381,[0.6549426]
4382,[0.02171874]
4383,[0.5879913]
4384,[0.03547508]
4385,[0.2769487]
4386,[0.48342192]
4387,[0.07665959]
4388,[0.93895644]
4389,[0.2752627]
4390,[0.03276128]
4391,[0.15501466]
4392,[0.04822391]
4393,[0.05977067]
4394,[0.31451595]
4395,[0.04117948]
4396,[0.02596363]
4397,[0.15715158]
4398,[0.0992336]
4399,[0.0423823]
4400,[0.01781204]
4401,[0.03700766]
4402,[0.01827863]
4403,[0.08535185]
4404,[0.06690806]
4405,[0.11391869]
4406,[0.08014849]
4407,[0.76590556]
4408,[0.04638657]
4409,[0.05822393]
4410,[0.06548089]
4411,[0.57760954]
4412,[0.21239418]
4413,[0.07137233]
4414,[0.04822865]
4415,[0.03521326]
4416,[0.02060637]
4417,[0.17534158]
4418,[0.06709594]
4419,[0.402897]
4420,[0.0385918]
4421,[0.13693684]
4422,[0.6518754]
4423,[0.24696642]
4424,[0.3880452]
4425,[0.8347322]
4426,[0.08664814]
4427,[0.03664675]
4428,[0.15089771]
4429,[0.12630484]
4430,[0.05021396]
4431,[0.6179589]
4432,[0.02161494]
4433,[0.02178758]
4434,[0.06886816]
4435,[0.03536367]
4436,[0.10581076]
4437,[0.04012144]
4438,[0.57378644]
4439,[0.18906003]
4440,[0.1786949]
4441,[0.0362283]
4442,[0.7111087]
4443,[0.06199676]
4444,[0.05506986]
4445,[0.02374488]
4446,[0.0710175]
4447,[0.31333363]
4448,[0.02861595]
4449,[0.7205945]
4450,[0.76244247]
4451,[0.03466532]
4452,[0.04254004]
4453,[0.14455622]
4454,[0.02676886]
4455,[0.12942582]
4456,[0.03072375]
4457,[0.3262536]
4458,[0.3531168]
4459,[0.07341191]
4460,[0.4787584]
4461,[0.04618016]
4462,[0.02204615]
4463,[0.71218383]
4464,[0.22587016]
4465,[0.02285603]
4466,[0.7125175]
4467,[0.5891961]
4468,[0.09531119]
4469,[0.11622456]
4470,[0.05557701]
4471,[0.02023417]
4472,[0.37880266]
4473,[0.03756738]
4474,[0.40513873]
4475,[0.05147487]
4476,[0.02311546]
4477,[0.02584422]
4478,[0.03516105]
4479,[0.6742877]
4480,[0.0238339]
4481,[0.93139154]
4482,[0.01862386]
4483,[0.69369644]
4484,[0.0193834]
4485,[0.01821232]
4486,[0.02223194]
4487,[0.02019906]
4488,[0.30319256]
4489,[0.03091162]
4490,[0.27794117]
4491,[0.01932144]
4492,[0.02610168]
4493,[0.9309833]
4494,[0.4102125]
4495,[0.24161342]
4496,[0.07003734]
4497,[0.20029697]
4498,[0.08840424]
4499,[0.18334892]
4500,[0.4989835]
4501,[0.04423878]
4502,[0.3656344]
4503,[0.04185244]
4504,[0.04005533]
4505,[0.14803782]
4506,[0.92942345]
4507,[0.02399495]
4508,[0.13369942]
4509,[0.02094233]
4510,[0.02377471]
4511,[0.05027598]
4512,[0.04367957]
4513,[0.047562]
4514,[0.781799]
4515,[0.05120608]
4516,[0.117571]
4517,[0.01939327]
4518,[0.67710567]
4519,[0.2575932]
4520,[0.04133564]
4521,[0.17707476]
4522,[0.1130445]
4523,[0.17590973]
4524,[0.0287388]
4525,[0.5383623]
4526,[0.44833022]
4527,[0.15926015]
4528,[0.0718233]
4529,[0.18321258]
4530,[0.21000665]
4531,[0.14100647]
4532,[0.2464118]
4533,[0.2620796]
4534,[0.02168787]
4535,[0.05386338]
4536,[0.06756234]
4537,[0.03635666]
4538,[0.02112663]
4539,[0.19962806]
4540,[0.5614878]
4541,[0.27573112]
4542,[0.19933307]
4543,[0.10930145]
4544,[0.6416068]
4545,[0.01985422]
4546,[0.09616444]
4547,[0.01910046]
4548,[0.11377472]
4549,[0.29987904]
4550,[0.55938464]
4551,[0.04751283]
4552,[0.07830644]
4553,[0.08629769]
4554,[0.1529977]
4555,[0.05854714]
4556,[0.08509445]
4557,[0.01986471]
4558,[0.2174961]
4559,[0.02008143]
4560,[0.73472774]
4561,[0.56953365]
4562,[0.24394324]
4563,[0.02560636]
4564,[0.03036186]
4565,[0.03769749]
4566,[0.6091081]
4567,[0.0665679]
4568,[0.0208087]
4569,[0.11496481]
4570,[0.03673214]
4571,[0.17036504]
4572,[0.11798304]
4573,[0.08211929]
4574,[0.13988453]
4575,[0.06870952]
4576,[0.02870384]
4577,[0.10503274]
4578,[0.39429364]
4579,[0.02990714]
4580,[0.04544118]
4581,[0.0864712]
4582,[0.01849765]
4583,[0.05618149]
4584,[0.11071619]
4585,[0.04533181]
4586,[0.03258547]
4587,[0.38980147]
4588,[0.01973939]
4589,[0.03124061]
4590,[0.9390509]
4591,[0.04461652]
4592,[0.6589165]
4593,[0.15472469]
4594,[0.3354932]
4595,[0.08047628]
4596,[0.0471884]
4597,[0.04876035]
4598,[0.03710052]
4599,[0.02691188]
4600,[0.03501225]
4601,[0.38219428]
4602,[0.02964014]
4603,[0.9268118]
4604,[0.09461948]
4605,[0.3292179]
4606,[0.5172278]
4607,[0.02467194]
4608,[0.02840105]
4609,[0.03071499]
4610,[0.0254055]
4611,[0.5007378]
4612,[0.03226379]
4613,[0.02707618]
4614,[0.5301695]
4615,[0.512577]
4616,[0.9391793]
4617,[0.11899248]
4618,[0.06030729]
4619,[0.01943642]
4620,[0.02185875]
4621,[0.27849698]
4622,[0.026467]
4623,[0.37699836]
4624,[0.15872642]
4625,[0.01990616]
4626,[0.01800683]
4627,[0.56354606]
4628,[0.02864012]
4629,[0.22712278]
4630,[0.03551713]
4631,[0.7639189]
4632,[0.09096444]
4633,[0.16943422]
4634,[0.52788323]
4635,[0.17707476]
4636,[0.70829076]
4637,[0.02218473]
4638,[0.9382967]
4639,[0.06586501]
4640,[0.01935032]
4641,[0.22408637]
4642,[0.03914773]
4643,[0.24913672]
4644,[0.03037518]
4645,[0.02420586]
4646,[0.02569175]
4647,[0.0309875]
4648,[0.04590204]
4649,[0.92644656]
4650,[0.55895174]
4651,[0.08687609]
4652,[0.13742805]
4653,[0.13777828]
4654,[0.90936077]
4655,[0.01996782]
4656,[0.03965837]
4657,[0.732842]
4658,[0.04098597]
4659,[0.65889215]
4660,[0.10374719]
4661,[0.02320346]
4662,[0.02175087]
4663,[0.03611401]
4664,[0.03193295]
4665,[0.14977655]
4666,[0.03554299]
4667,[0.03704396]
4668,[0.04622489]
4669,[0.01872405]
4670,[0.3336986]
4671,[0.81880975]
4672,[0.93788505]
4673,[0.24268529]
4674,[0.02129409]
4675,[0.356273]
4676,[0.1497562]
4677,[0.06557563]
4678,[0.06387249]
4679,[0.25973457]
4680,[0.67146844]
4681,[0.03374138]
4682,[0.02812666]
4683,[0.21017289]
4684,[0.20022395]
4685,[0.0566833]
4686,[0.04835168]
4687,[0.3832683]
4688,[0.0276669]
4689,[0.2855833]
4690,[0.06847626]
4691,[0.10085839]
4692,[0.05238196]
4693,[0.40022948]
4694,[0.08482295]
4695,[0.08349729]
4696,[0.02416843]
4697,[0.12450036]
4698,[0.92539763]
4699,[0.5043479]
4700,[0.02232072]
4701,[0.04495546]
4702,[0.9391793]
4703,[0.06446955]
4704,[0.21006626]
4705,[0.02900138]
4706,[0.02366537]
4707,[0.3255266]
4708,[0.02231264]
4709,[0.06962979]
4710,[0.5481219]
4711,[0.0428215]
4712,[0.08847579]
4713,[0.05591351]
4714,[0.25515997]
4715,[0.59501445]
4716,[0.09341079]
4717,[0.6231984]
4718,[0.03249738]
4719,[0.04360723]
4720,[0.5864933]
4721,[0.0363197]
4722,[0.02856937]
4723,[0.0568248]
4724,[0.01785254]
4725,[0.5333884]
4726,[0.5349528]
4727,[0.02554163]
4728,[0.03006849]
4729,[0.04484323]
4730,[0.13758308]
4731,[0.92964184]
4732,[0.02189973]
4733,[0.53900194]
4734,[0.02933103]
4735,[0.02468884]
4736,[0.01898724]
4737,[0.63750917]
4738,[0.13610977]
4739,[0.07395238]
4740,[0.12987456]
4741,[0.11787927]
4742,[0.04302847]
4743,[0.02342948]
4744,[0.09009141]
4745,[0.02091253]
4746,[0.01855841]
4747,[0.23697543]
4748,[0.70234525]
4749,[0.03794754]
4750,[0.05717495]
4751,[0.0246259]
4752,[0.02583021]
4753,[0.0266]
4754,[0.02136675]
4755,[0.08163387]
4756,[0.3193786]
4757,[0.04317448]
4758,[0.11112365]
4759,[0.08156285]
4760,[0.08254471]
4761,[0.02334285]
4762,[0.02517682]
4763,[0.02055195]
4764,[0.08653229]
4765,[0.04551828]
4766,[0.04286012]
4767,[0.9285096]
4768,[0.3999175]
4769,[0.0344623]
4770,[0.06313452]
4771,[0.10041666]
4772,[0.02432394]
4773,[0.6721781]
4774,[0.73866963]
4775,[0.07469615]
4776,[0.21956065]
4777,[0.02328008]
4778,[0.0265542]
4779,[0.67748386]
4780,[0.44084778]
4781,[0.0367094]
4782,[0.5863225]
4783,[0.9391793]
4784,[0.3348223]
4785,[0.86217]
4786,[0.6396822]
4787,[0.09006193]
4788,[0.5250587]
4789,[0.02294225]
4790,[0.20525435]
4791,[0.11107054]
4792,[0.37240902]
4793,[0.58055055]
4794,[0.04053897]
4795,[0.02051857]
4796,[0.02675235]
4797,[0.01989534]
4798,[0.05997524]
4799,[0.02812335]
4800,[0.12368497]
4801,[0.18830478]
4802,[0.02257708]
4803,[0.6266587]
4804,[0.02073559]
4805,[0.23957658]
4806,[0.5873345]
4807,[0.12190491]
4808,[0.02697653]
4809,[0.04317218]
4810,[0.24152717]
4811,[0.05292305]
4812,[0.0250695]
4813,[0.40727392]
4814,[0.27300382]
4815,[0.6127726]
4816,[0.08938295]
4817,[0.06964847]
4818,[0.08556533]
4819,[0.03817487]
4820,[0.18019104]
4821,[0.3476854]
4822,[0.03369218]
4823,[0.02069291]
4824,[0.02290666]
4825,[0.05153191]
4826,[0.04125151]
4827,[0.17339048]
4828,[0.05249399]
4829,[0.03615856]
4830,[0.2965088]
4831,[0.02799514]
4832,[0.5751375]
4833,[0.03809306]
4834,[0.18754235]
4835,[0.5966762]
4836,[0.02708146]
4837,[0.06443283]
4838,[0.02062702]
4839,[0.07866502]
4840,[0.9358703]
4841,[0.02269959]
4842,[0.5266185]
4843,[0.30249166]
4844,[0.01866737]
4845,[0.51823455]
4846,[0.36267287]
4847,[0.0213517]
4848,[0.05460405]
4849,[0.6316179]
4850,[0.44867802]
4851,[0.54245573]
4852,[0.19373766]
4853,[0.1460338]
4854,[0.59204495]
4855,[0.7136857]
4856,[0.76675767]
4857,[0.28225452]
4858,[0.49473]
4859,[0.01871985]
4860,[0.8010303]
4861,[0.07242751]
4862,[0.03258649]
4863,[0.03635359]
4864,[0.93678075]
4865,[0.05796051]
4866,[0.02268833]
4867,[0.5541628]
4868,[0.02337295]
4869,[0.761726]
4870,[0.6647874]
4871,[0.02181229]
4872,[0.048843]
4873,[0.26593822]
4874,[0.26341677]
4875,[0.02128303]
4876,[0.3766695]
4877,[0.02551284]
4878,[0.2563007]
4879,[0.04413852]
4880,[0.03416425]
4881,[0.6391058]
4882,[0.6253561]
4883,[0.46954086]
4884,[0.62886286]
4885,[0.17360237]
4886,[0.02118608]
4887,[0.04105291]
4888,[0.11097211]
4889,[0.09248421]
4890,[0.02599591]
4891,[0.01946998]
4892,[0.6400105]
4893,[0.5160336]
4894,[0.69608325]
4895,[0.2909269]
4896,[0.1098558]
4897,[0.04417548]
4898,[0.0191502]
4899,[0.03857455]
4900,[0.4546529]
4901,[0.40933967]
4902,[0.3747487]
4903,[0.02008966]
4904,[0.05624777]
4905,[0.15700391]
4906,[0.02136368]
4907,[0.323375]
4908,[0.04467997]
4909,[0.7093407]
4910,[0.01971272]
4911,[0.02650559]
4912,[0.02213904]
4913,[0.0519585]
4914,[0.05245933]
4915,[0.30042985]
4916,[0.02151802]
4917,[0.6580931]
4918,[0.02010083]
4919,[0.615143]
4920,[0.8007005]
4921,[0.5514542]
4922,[0.3948129]
4923,[0.30755842]
4924,[0.07723829]
4925,[0.05808178]
4926,[0.04083028]
4927,[0.93851876]
4928,[0.03660634]
4929,[0.79276764]
4930,[0.02196336]
4931,[0.0203481]
4932,[0.02488965]
4933,[0.72781116]
4934,[0.0993928]
4935,[0.04463556]
4936,[0.01980567]
4937,[0.04196912]
4938,[0.40817547]
4939,[0.575293]
4940,[0.19818157]
4941,[0.03377801]
4942,[0.04601282]
4943,[0.7250925]
4944,[0.1642437]
4945,[0.26588833]
4946,[0.07281452]
4947,[0.0185518]
4948,[0.03082666]
4949,[0.9282464]
4950,[0.11796829]
4951,[0.6122856]
4952,[0.34922498]
4953,[0.21156299]
4954,[0.02335623]
4955,[0.02686787]
4956,[0.43279928]
4957,[0.02259332]
4958,[0.02526104]
4959,[0.42112562]
4960,[0.16470835]
4961,[0.15039608]
4962,[0.02473685]
4963,[0.17940262]
4964,[0.0586125]
4965,[0.04480913]
4966,[0.19486463]
4967,[0.03443351]
4968,[0.03682691]
4969,[0.46081817]
4970,[0.02881965]
4971,[0.01885471]
4972,[0.04212624]
4973,[0.0319936]
4974,[0.9181832]
4975,[0.0257943]
4976,[0.03392896]
4977,[0.03122431]
4978,[0.03935558]
4979,[0.26605892]
4980,[0.60010463]
4981,[0.54762584]
4982,[0.02136141]
4983,[0.0430907]
4984,[0.02323174]
4985,[0.02174142]
4986,[0.12830764]
4987,[0.11033201]
4988,[0.01966932]
4989,[0.47223255]
4990,[0.02211311]
4991,[0.36662328]
4992,[0.02750689]
4993,[0.01820621]
4994,[0.02368289]
4995,[0.8547834]
4996,[0.18631706]
4997,[0.23417535]
4998,[0.0888963]
4999,[0.49599734]
5000,[0.54459524]
5001,[0.7663093]
5002,[0.04727978]
5003,[0.50633633]
5004,[0.53084546]
5005,[0.01778826]
5006,[0.05390731]
5007,[0.02718467]
5008,[0.9385456]
5009,[0.81018364]
5010,[0.8180884]
5011,[0.25644207]
5012,[0.10813582]
5013,[0.02831346]
5014,[0.9391793]
5015,[0.08327523]
5016,[0.01903525]
5017,[0.48361936]
5018,[0.04584461]
5019,[0.05569312]
5020,[0.09759825]
5021,[0.03718516]
5022,[0.3530047]
5023,[0.02923343]
5024,[0.03553972]
5025,[0.75340366]
5026,[0.08780956]
5027,[0.2985474]
5028,[0.92005706]
5029,[0.02053002]
5030,[0.12605128]
5031,[0.19599235]
5032,[0.05340031]
5033,[0.21399975]
5034,[0.06825447]
5035,[0.30382007]
5036,[0.04444325]
5037,[0.01961589]
5038,[0.04365367]
5039,[0.2899474]
5040,[0.03929284]
5041,[0.05293584]
5042,[0.9391793]
5043,[0.557806]
5044,[0.03060648]
5045,[0.0202041]
5046,[0.04404807]
5047,[0.02038181]
5048,[0.05247393]
5049,[0.02033105]
5050,[0.02440393]
5051,[0.03381193]
5052,[0.5341594]
5053,[0.02647325]
5054,[0.12772825]
5055,[0.712633]
5056,[0.76829493]
5057,[0.01981968]
5058,[0.6776253]
5059,[0.50444484]
5060,[0.09530985]
5061,[0.71527356]
5062,[0.02357051]
5063,[0.27166855]
5064,[0.05389631]
5065,[0.2637422]
5066,[0.02083969]
5067,[0.22434402]
5068,[0.02209198]
5069,[0.60527503]
5070,[0.5338068]
5071,[0.719286]
5072,[0.27078047]
5073,[0.02434775]
5074,[0.06809327]
5075,[0.16539565]
5076,[0.02113631]
5077,[0.53808707]
5078,[0.04135489]
5079,[0.04579559]
5080,[0.08615264]
5081,[0.09091273]
5082,[0.3667335]
5083,[0.59837043]
5084,[0.39110744]
5085,[0.02440974]
5086,[0.06081468]
5087,[0.02231729]
5088,[0.04013082]
5089,[0.2153984]
5090,[0.54012007]
5091,[0.6742204]
5092,[0.02964109]
5093,[0.09283179]
5094,[0.6734439]
5095,[0.93903613]
5096,[0.53914964]
5097,[0.05389231]
5098,[0.28649265]
5099,[0.02148482]
5100,[0.23034182]
5101,[0.03432655]
5102,[0.05183998]
5103,[0.05102959]
5104,[0.05026442]
5105,[0.02383941]
5106,[0.02639821]
5107,[0.01816186]
5108,[0.20253557]
5109,[0.02653521]
5110,[0.49445316]
5111,[0.02151346]
5112,[0.2582183]
5113,[0.02676442]
5114,[0.04725653]
5115,[0.30414796]
5116,[0.0658403]
5117,[0.11788717]
5118,[0.02620348]
5119,[0.6271484]
5120,[0.05320022]
5121,[0.16415817]
5122,[0.03257978]
5123,[0.01901615]
5124,[0.6188922]
5125,[0.4933591]
5126,[0.32364732]
5127,[0.4237993]
5128,[0.10121229]
5129,[0.63226396]
5130,[0.7055555]
5131,[0.6953899]
5132,[0.06803906]
5133,[0.558393]
5134,[0.7156042]
5135,[0.07454666]
5136,[0.04025933]
5137,[0.05067262]
5138,[0.64657485]
5139,[0.12325376]
5140,[0.7191961]
5141,[0.2536312]
5142,[0.78628266]
5143,[0.6679003]
5144,[0.51886314]
5145,[0.13134965]
5146,[0.03643009]
5147,[0.15650126]
5148,[0.14772817]
5149,[0.7473404]
5150,[0.03285325]
5151,[0.27727276]
5152,[0.7013911]
5153,[0.238922]
5154,[0.03733903]
5155,[0.3528053]
5156,[0.02018645]
5157,[0.01862386]
5158,[0.61370254]
5159,[0.01825446]
5160,[0.03928706]
5161,[0.9201555]
5162,[0.06224829]
5163,[0.3698805]
5164,[0.42813393]
5165,[0.02962205]
5166,[0.21840113]
5167,[0.03139457]
5168,[0.22478703]
5169,[0.03197214]
5170,[0.06796914]
5171,[0.03503841]
5172,[0.07674444]
5173,[0.5320266]
5174,[0.02981773]
5175,[0.02067766]
5176,[0.5954816]
5177,[0.7309202]
5178,[0.02376962]
5179,[0.12240359]
5180,[0.0307183]
5181,[0.07715723]
5182,[0.6920549]
5183,[0.04008356]
5184,[0.02933812]
5185,[0.14959988]
5186,[0.5274815]
5187,[0.04556841]
5188,[0.5361271]
5189,[0.12315318]
5190,[0.45148355]
5191,[0.77828145]
5192,[0.40561622]
5193,[0.02125847]
5194,[0.22128218]
5195,[0.0305185]
5196,[0.0457581]
5197,[0.14458987]
5198,[0.03551596]
5199,[0.03186074]
5200,[0.733769]
5201,[0.09251007]
5202,[0.4651787]
5203,[0.02572569]
5204,[0.23424625]
5205,[0.11642551]
5206,[0.926731]
5207,[0.03953567]
5208,[0.9383801]
5209,[0.03847271]
5210,[0.15331441]
5211,[0.02431032]
5212,[0.8168922]
5213,[0.10391054]
5214,[0.6120968]
5215,[0.4166784]
5216,[0.52245015]
5217,[0.02204463]
5218,[0.55800474]
5219,[0.2198213]
5220,[0.14019784]
5221,[0.16687003]
5222,[0.28073484]
5223,[0.04527944]
5224,[0.9391793]
5225,[0.3896563]
5226,[0.561676]
5227,[0.7074091]
5228,[0.21690041]
5229,[0.41052404]
5230,[0.40042293]
5231,[0.65226966]
5232,[0.17918405]
5233,[0.08630094]
5234,[0.1374689]
5235,[0.254006]
5236,[0.43690747]
5237,[0.3448708]
5238,[0.7378982]
5239,[0.06468222]
5240,[0.9276229]
5241,[0.49039254]
5242,[0.03025696]
5243,[0.7994527]
5244,[0.03256243]
5245,[0.4936288]
5246,[0.26558974]
5247,[0.0930399]
5248,[0.5732155]
5249,[0.6661944]
5250,[0.04793537]
5251,[0.9383695]
5252,[0.06987083]
5253,[0.3137803]
5254,[0.03485158]
5255,[0.04495874]
5256,[0.1477556]
5257,[0.01866052]
5258,[0.04495138]
5259,[0.30512652]
5260,[0.10171181]
5261,[0.35826367]
5262,[0.0329363]
5263,[0.6092237]
5264,[0.03394207]
5265,[0.66917866]
5266,[0.7816316]
5267,[0.7490264]
5268,[0.5291165]
5269,[0.9209322]
5270,[0.02495265]
5271,[0.16271201]
5272,[0.92982876]
5273,[0.03021371]
5274,[0.01910117]
5275,[0.07516751]
5276,[0.02717653]
5277,[0.15220991]
5278,[0.04756457]
5279,[0.02045804]
5280,[0.64389414]
5281,[0.50262177]
5282,[0.2844484]
5283,[0.07525581]
5284,[0.06300795]
5285,[0.15667698]
5286,[0.07215354]
5287,[0.02089345]
5288,[0.2855833]
5289,[0.05701157]
5290,[0.1556648]
5291,[0.02404898]
5292,[0.01812351]
5293,[0.01961282]
5294,[0.19544181]
5295,[0.37764132]
5296,[0.68386793]
5297,[0.02823153]
5298,[0.53052616]
5299,[0.44939286]
5300,[0.11008018]
5301,[0.1159775]
5302,[0.04760674]
5303,[0.05547857]
5304,[0.026521]
5305,[0.0470733]
5306,[0.0317331]
5307,[0.03011903]
5308,[0.63269883]
5309,[0.1938704]
5310,[0.02396858]
5311,[0.05256027]
5312,[0.68645495]
5313,[0.02782655]
5314,[0.19104916]
5315,[0.17402783]
5316,[0.29663652]
5317,[0.1373266]
5318,[0.02417511]
5319,[0.24081343]
5320,[0.22529015]
5321,[0.02463788]
5322,[0.06706896]
5323,[0.45935923]
5324,[0.01735273]
5325,[0.02239162]
5326,[0.80347466]
5327,[0.03497118]
5328,[0.02755433]
5329,[0.60245556]
5330,[0.02123529]
5331,[0.05573258]
5332,[0.01784924]
5333,[0.3395028]
5334,[0.03771764]
5335,[0.02149209]
5336,[0.0225924]
5337,[0.04699492]
5338,[0.10314736]
5339,[0.02308735]
5340,[0.01844084]
5341,[0.10674059]
5342,[0.03494319]
5343,[0.02066705]
5344,[0.93799293]
5345,[0.0708167]
5346,[0.04337865]
5347,[0.32121924]
5348,[0.13357139]
5349,[0.02980295]
5350,[0.03291091]
5351,[0.02036306]
5352,[0.02504504]
5353,[0.02125624]
5354,[0.02179199]
5355,[0.03333181]
5356,[0.02686986]
5357,[0.5150194]
5358,[0.03517023]
5359,[0.682381]
5360,[0.03469929]
5361,[0.0294767]
5362,[0.01811695]
5363,[0.2911428]
5364,[0.37585452]
5365,[0.02704966]
5366,[0.04234871]
5367,[0.6977226]
5368,[0.08053985]
5369,[0.04185399]
5370,[0.08418125]
5371,[0.10297075]
5372,[0.02085114]
5373,[0.03411525]
5374,[0.16081104]
5375,[0.13777936]
5376,[0.3764966]
5377,[0.02911371]
5378,[0.6446816]
5379,[0.09909508]
5380,[0.31950945]
5381,[0.02791446]
5382,[0.24171999]
5383,[0.02001172]
5384,[0.02417153]
5385,[0.21838075]
5386,[0.2374573]
5387,[0.02425867]
5388,[0.04790691]
5389,[0.02755851]
5390,[0.16521573]
5391,[0.47989202]
5392,[0.02187732]
5393,[0.7218597]
5394,[0.05262214]
5395,[0.02240783]
5396,[0.0809558]
5397,[0.15591255]
5398,[0.04810834]
5399,[0.04926333]
5400,[0.22757778]
5401,[0.20934686]
5402,[0.19949505]
5403,[0.72075117]
5404,[0.27224827]
5405,[0.32162094]
5406,[0.02334318]
5407,[0.7240628]
5408,[0.04319882]
5409,[0.03219533]
5410,[0.49902356]
5411,[0.02745771]
5412,[0.31819278]
5413,[0.0294978]
5414,[0.5268404]
5415,[0.0383167]
5416,[0.01922336]
5417,[0.02136815]
5418,[0.93057764]
5419,[0.11101902]
5420,[0.06518179]
5421,[0.92561376]
5422,[0.9383354]
5423,[0.78765506]
5424,[0.60193247]
5425,[0.03335741]
5426,[0.03030404]
5427,[0.23764077]
5428,[0.14985493]
5429,[0.09988999]
5430,[0.6209065]
5431,[0.7573968]
5432,[0.12485602]
5433,[0.42849925]
5434,[0.02511743]
5435,[0.0211854]
5436,[0.8086021]
5437,[0.9289199]
5438,[0.29999232]
5439,[0.01764417]
5440,[0.02719891]
5441,[0.07960701]
5442,[0.3396931]
5443,[0.0365051]
5444,[0.17483798]
5445,[0.03378153]
5446,[0.20987248]
5447,[0.2411403]
5448,[0.30362406]
5449,[0.32609817]
5450,[0.66576546]
5451,[0.04262993]
5452,[0.02115226]
5453,[0.02413097]
5454,[0.18965301]
5455,[0.08741003]
5456,[0.06021011]
5457,[0.73209244]
5458,[0.13516179]
5459,[0.13093436]
5460,[0.02196038]
5461,[0.3506561]
5462,[0.01833197]
5463,[0.03834975]
5464,[0.9391793]
5465,[0.08437526]
5466,[0.01986384]
5467,[0.0244194]
5468,[0.7132203]
5469,[0.5773201]
5470,[0.27503702]
5471,[0.03740421]
5472,[0.9391793]
5473,[0.12445512]
5474,[0.02087811]
5475,[0.16577986]
5476,[0.09080186]
5477,[0.02194318]
5478,[0.7676183]
5479,[0.01803678]
5480,[0.24020344]
5481,[0.09228566]
5482,[0.03124851]
5483,[0.02529898]
5484,[0.02517596]
5485,[0.02713028]
5486,[0.9386456]
5487,[0.02507526]
5488,[0.81074655]
5489,[0.2413049]
